police_station,day_of_week,hour,unique_vehicle_types,vehicle_types
J.P. Nagar,Friday,1,2,"['CAR', 'TEMPO']"
J.P. Nagar,Friday,2,5,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Friday,3,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Friday,4,5,"['CAR', 'MOTOR CYCLE', 'OTHERS', 'SCOOTER', 'TEMPO']"
J.P. Nagar,Friday,5,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Friday,6,5,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
J.P. Nagar,Friday,7,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Friday,8,2,"['CAR', 'SCOOTER']"
J.P. Nagar,Friday,9,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Friday,11,2,"['PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Friday,19,2,"['CAR', 'SCOOTER']"
J.P. Nagar,Friday,20,6,"['CAR', 'LGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Friday,21,6,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOPED', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Friday,22,6,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Friday,23,6,"['CAR', 'GOODS AUTO', 'JEEP', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Monday,0,3,"['CAR', 'LGV', 'SCOOTER']"
J.P. Nagar,Monday,1,6,"['CAR', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Monday,2,4,"['CAR', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
J.P. Nagar,Monday,3,1,['CAR']
J.P. Nagar,Monday,4,2,"['CAR', 'SCOOTER']"
J.P. Nagar,Monday,5,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Monday,6,5,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Monday,7,3,"['LGV', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Monday,8,1,['MAXI-CAB']
J.P. Nagar,Monday,20,3,"['CAR', 'LORRY/GOODS VEHICLE', 'PASSENGER AUTO']"
J.P. Nagar,Monday,21,9,"['CAR', 'GOODS AUTO', 'HGV', 'JEEP', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Monday,22,4,"['CAR', 'LGV', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Monday,23,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Saturday,0,4,"['CAR', 'LGV', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Saturday,1,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Saturday,2,4,"['CAR', 'MOTOR CYCLE', 'SCOOTER', 'TEMPO']"
J.P. Nagar,Saturday,3,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Saturday,4,5,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
J.P. Nagar,Saturday,5,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Saturday,6,6,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'SCOOTER', 'TEMPO']"
J.P. Nagar,Saturday,7,4,"['CAR', 'MINI LORRY', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Saturday,8,2,"['CAR', 'JEEP']"
J.P. Nagar,Saturday,11,1,['SCOOTER']
J.P. Nagar,Saturday,18,7,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
J.P. Nagar,Saturday,19,7,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
J.P. Nagar,Saturday,20,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Saturday,21,7,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TANKER']"
J.P. Nagar,Saturday,22,7,"['CAR', 'GOODS AUTO', 'LGV', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Saturday,23,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Sunday,0,6,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Sunday,1,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Sunday,2,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Sunday,3,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Sunday,4,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Sunday,5,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Sunday,6,4,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Sunday,7,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Sunday,8,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Sunday,9,2,"['CAR', 'SCOOTER']"
J.P. Nagar,Sunday,10,1,['CAR']
J.P. Nagar,Sunday,11,1,['CAR']
J.P. Nagar,Sunday,18,3,"['CAR', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Sunday,19,1,['MOTOR CYCLE']
J.P. Nagar,Sunday,20,2,"['CAR', 'OTHERS']"
J.P. Nagar,Sunday,21,1,['CAR']
J.P. Nagar,Sunday,22,3,"['CAR', 'JEEP', 'PASSENGER AUTO']"
J.P. Nagar,Sunday,23,3,"['CAR', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Thursday,0,2,"['CAR', 'SCOOTER']"
J.P. Nagar,Thursday,1,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Thursday,2,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Thursday,3,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Thursday,4,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Thursday,5,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Thursday,6,5,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Thursday,7,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Thursday,8,3,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO']"
J.P. Nagar,Thursday,10,1,['CAR']
J.P. Nagar,Thursday,18,1,['MOTOR CYCLE']
J.P. Nagar,Thursday,19,1,['CAR']
J.P. Nagar,Thursday,20,2,"['CAR', 'SCHOOL VEHICLE']"
J.P. Nagar,Thursday,21,6,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Thursday,22,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Thursday,23,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Tuesday,0,1,['SCOOTER']
J.P. Nagar,Tuesday,1,6,"['CAR', 'GOODS AUTO', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Tuesday,2,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Tuesday,3,3,"['CAR', 'LGV', 'SCOOTER']"
J.P. Nagar,Tuesday,4,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Tuesday,5,5,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Tuesday,6,4,"['CAR', 'JEEP', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Tuesday,7,4,"['CAR', 'LGV', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Tuesday,8,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Tuesday,20,2,"['MOTOR CYCLE', 'PASSENGER AUTO']"
J.P. Nagar,Tuesday,21,8,"['CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
J.P. Nagar,Tuesday,22,4,"['CAR', 'LGV', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Tuesday,23,6,"['CAR', 'GOODS AUTO', 'HGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Wednesday,0,1,['SCOOTER']
J.P. Nagar,Wednesday,1,4,"['CAR', 'MOPED', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Wednesday,2,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Wednesday,3,4,"['CAR', 'MOTOR CYCLE', 'SCOOTER', 'VAN']"
J.P. Nagar,Wednesday,4,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Wednesday,5,2,"['CAR', 'MOTOR CYCLE']"
J.P. Nagar,Wednesday,6,6,"['CAR', 'GOODS AUTO', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
J.P. Nagar,Wednesday,7,4,"['CAR', 'MOPED', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Wednesday,8,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
J.P. Nagar,Wednesday,12,2,"['CAR', 'PASSENGER AUTO']"
J.P. Nagar,Wednesday,19,1,['CAR']
J.P. Nagar,Wednesday,20,2,"['LGV', 'TEMPO']"
J.P. Nagar,Wednesday,21,9,"['CAR', 'HGV', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO']"
J.P. Nagar,Wednesday,22,3,"['CAR', 'GOODS AUTO', 'SCOOTER']"
J.P. Nagar,Wednesday,23,4,"['CAR', 'MOTOR CYCLE', 'SCOOTER', 'VAN']"
Jalahalli,Friday,0,4,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Friday,1,2,"['CAR', 'VAN']"
Jalahalli,Friday,2,2,"['CAR', 'OTHERS']"
Jalahalli,Friday,3,3,"['CAR', 'SCHOOL VEHICLE', 'SCOOTER']"
Jalahalli,Friday,4,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Friday,5,5,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Friday,6,6,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TOURIST BUS']"
Jalahalli,Friday,7,6,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jalahalli,Friday,8,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Friday,18,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Friday,19,3,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO']"
Jalahalli,Friday,20,4,"['GOODS AUTO', 'MOTOR CYCLE', 'SCOOTER', 'TOURIST BUS']"
Jalahalli,Friday,21,7,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'SCOOTER', 'TOURIST BUS']"
Jalahalli,Friday,22,6,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'OTHERS', 'SCOOTER']"
Jalahalli,Friday,23,3,"['CAR', 'LGV', 'SCOOTER']"
Jalahalli,Monday,0,4,"['CAR', 'LGV', 'MAXI-CAB', 'VAN']"
Jalahalli,Monday,2,1,['CAR']
Jalahalli,Monday,3,2,"['PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Monday,4,1,['CAR']
Jalahalli,Monday,5,3,"['CAR', 'MAXI-CAB', 'SCOOTER']"
Jalahalli,Monday,6,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Monday,7,2,"['CAR', 'SCOOTER']"
Jalahalli,Monday,18,1,['PASSENGER AUTO']
Jalahalli,Monday,19,3,"['CAR', 'SCOOTER', 'TEMPO']"
Jalahalli,Monday,20,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Monday,21,7,"['CAR', 'HGV', 'MOPED', 'MOTOR CYCLE', 'PRIVATE BUS', 'SCHOOL VEHICLE', 'SCOOTER']"
Jalahalli,Monday,22,8,"['CAR', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER']"
Jalahalli,Monday,23,6,"['CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'OTHERS', 'SCOOTER']"
Jalahalli,Saturday,0,1,['CAR']
Jalahalli,Saturday,1,3,"['CAR', 'LGV', 'SCOOTER']"
Jalahalli,Saturday,2,2,"['CAR', 'SCOOTER']"
Jalahalli,Saturday,4,7,"['CAR', 'HGV', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jalahalli,Saturday,5,6,"['CAR', 'LGV', 'MOPED', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Saturday,6,2,"['CAR', 'MOTOR CYCLE']"
Jalahalli,Saturday,7,5,"['CAR', 'LGV', 'MOPED', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Saturday,8,2,"['CAR', 'TOURIST BUS']"
Jalahalli,Saturday,9,2,"['CAR', 'SCOOTER']"
Jalahalli,Saturday,18,1,['CAR']
Jalahalli,Saturday,19,2,"['CAR', 'SCHOOL VEHICLE']"
Jalahalli,Saturday,20,1,['CAR']
Jalahalli,Saturday,21,5,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Saturday,22,3,"['CAR', 'OTHERS', 'SCOOTER']"
Jalahalli,Saturday,23,2,"['CAR', 'OTHERS']"
Jalahalli,Sunday,0,2,"['CAR', 'SCOOTER']"
Jalahalli,Sunday,1,2,"['CAR', 'OTHERS']"
Jalahalli,Sunday,2,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Sunday,3,3,"['LGV', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Sunday,4,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Sunday,5,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Sunday,6,8,"['CAR', 'HGV', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'VAN']"
Jalahalli,Sunday,7,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Sunday,8,5,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jalahalli,Sunday,9,1,['CAR']
Jalahalli,Sunday,10,1,['SCOOTER']
Jalahalli,Sunday,19,1,['LORRY/GOODS VEHICLE']
Jalahalli,Sunday,20,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Sunday,21,1,['CAR']
Jalahalli,Sunday,22,4,"['CAR', 'MOTOR CYCLE', 'PRIVATE BUS', 'SCOOTER']"
Jalahalli,Sunday,23,1,['CAR']
Jalahalli,Thursday,0,1,['CAR']
Jalahalli,Thursday,1,2,"['CAR', 'SCOOTER']"
Jalahalli,Thursday,2,3,"['CAR', 'OTHERS', 'SCOOTER']"
Jalahalli,Thursday,3,2,"['LGV', 'MOTOR CYCLE']"
Jalahalli,Thursday,4,3,"['CAR', 'MAXI-CAB', 'SCOOTER']"
Jalahalli,Thursday,5,7,"['CAR', 'GOODS AUTO', 'HGV', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Thursday,6,4,"['CAR', 'MOTOR CYCLE', 'OTHERS', 'SCOOTER']"
Jalahalli,Thursday,7,4,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO']"
Jalahalli,Thursday,8,1,['CAR']
Jalahalli,Thursday,18,1,['CAR']
Jalahalli,Thursday,20,3,"['CAR', 'MOPED', 'MOTOR CYCLE']"
Jalahalli,Thursday,21,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Thursday,22,6,"['CAR', 'HGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Jalahalli,Thursday,23,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Tuesday,0,4,"['CAR', 'MAXI-CAB', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Tuesday,1,2,"['CAR', 'SCOOTER']"
Jalahalli,Tuesday,2,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Tuesday,3,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Tuesday,4,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Tuesday,5,7,"['CAR', 'HGV', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jalahalli,Tuesday,6,6,"['CAR', 'GOODS AUTO', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'SCOOTER']"
Jalahalli,Tuesday,7,7,"['CAR', 'HGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Tuesday,8,2,"['MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Tuesday,9,1,['CAR']
Jalahalli,Tuesday,10,1,['SCOOTER']
Jalahalli,Tuesday,20,5,"['CAR', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS']"
Jalahalli,Tuesday,21,5,"['CAR', 'LORRY/GOODS VEHICLE', 'MOPED', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Tuesday,22,5,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'OTHERS', 'SCOOTER']"
Jalahalli,Tuesday,23,2,"['CAR', 'SCOOTER']"
Jalahalli,Wednesday,0,3,"['CAR', 'OTHERS', 'SCOOTER']"
Jalahalli,Wednesday,1,1,['CAR']
Jalahalli,Wednesday,2,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jalahalli,Wednesday,3,5,"['CAR', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Wednesday,4,5,"['CAR', 'MAXI-CAB', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jalahalli,Wednesday,5,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Wednesday,6,5,"['CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'PRIVATE BUS', 'SCOOTER']"
Jalahalli,Wednesday,7,4,"['MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Wednesday,8,1,['CAR']
Jalahalli,Wednesday,9,1,['CAR']
Jalahalli,Wednesday,18,3,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO']"
Jalahalli,Wednesday,19,2,"['MOTOR CYCLE', 'PASSENGER AUTO']"
Jalahalli,Wednesday,20,5,"['CAR', 'LGV', 'MAXI-CAB', 'MOTOR CYCLE', 'SCHOOL VEHICLE']"
Jalahalli,Wednesday,21,8,"['CAR', 'FACTORY BUS', 'HGV', 'MAXI-CAB', 'MOTOR CYCLE', 'OTHERS', 'PRIVATE BUS', 'SCOOTER']"
Jalahalli,Wednesday,22,6,"['CAR', 'JEEP', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jalahalli,Wednesday,23,3,"['MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Friday,0,7,"['CAR', 'LGV', 'LORRY/GOODS VEHICLE', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Friday,1,2,"['CAR', 'SCOOTER']"
Jayanagara,Friday,2,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Friday,3,7,"['CAR', 'JEEP', 'LGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Friday,4,8,"['CAR', 'GOODS AUTO', 'JEEP', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Jayanagara,Friday,5,6,"['CAR', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER']"
Jayanagara,Friday,6,5,"['CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Friday,7,4,"['CAR', 'JEEP', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Friday,8,1,['CAR']
Jayanagara,Friday,9,2,"['CAR', 'SCOOTER']"
Jayanagara,Friday,10,2,"['MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Friday,19,1,['MOTOR CYCLE']
Jayanagara,Friday,20,6,"['BUS (BMTC/KSRTC)', 'CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jayanagara,Friday,21,11,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'LGV', 'MAXI-CAB', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO', 'TRACTOR']"
Jayanagara,Friday,22,8,"['BUS (BMTC/KSRTC)', 'CAR', 'HGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Jayanagara,Friday,23,5,"['CAR', 'GOODS AUTO', 'MOPED', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Monday,0,4,"['CAR', 'MOPED', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Monday,1,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Monday,2,5,"['BUS (BMTC/KSRTC)', 'CAR', 'MOTOR CYCLE', 'SCOOTER', 'TEMPO']"
Jayanagara,Monday,3,4,"['CAR', 'LGV', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Monday,4,6,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Monday,5,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Monday,6,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Monday,7,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Monday,8,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Monday,9,1,['CAR']
Jayanagara,Monday,10,2,"['MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Monday,19,1,['TEMPO']
Jayanagara,Monday,20,4,"['BUS (BMTC/KSRTC)', 'CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Monday,21,7,"['BUS (BMTC/KSRTC)', 'CAR', 'GOODS AUTO', 'LGV', 'MOTOR CYCLE', 'SCOOTER', 'TEMPO']"
Jayanagara,Monday,22,7,"['BUS (BMTC/KSRTC)', 'CAR', 'LGV', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Jayanagara,Monday,23,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Saturday,0,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Saturday,1,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Saturday,2,6,"['BUS (BMTC/KSRTC)', 'CAR', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Saturday,3,10,"['BUS (BMTC/KSRTC)', 'CAR', 'JEEP', 'LGV', 'MOPED', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO']"
Jayanagara,Saturday,4,7,"['CAR', 'MINI LORRY', 'MOPED', 'MOTOR CYCLE', 'OTHERS', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Saturday,5,7,"['BUS (BMTC/KSRTC)', 'CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO']"
Jayanagara,Saturday,6,7,"['CAR', 'JEEP', 'MAXI-CAB', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER', 'TEMPO']"
Jayanagara,Saturday,7,4,"['CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'SCOOTER']"
Jayanagara,Saturday,8,4,"['CAR', 'MOTOR CYCLE', 'SCOOTER', 'VAN']"
Jayanagara,Saturday,9,1,['SCOOTER']
Jayanagara,Saturday,10,3,"['CAR', 'MOTOR CYCLE', 'SCOOTER']"
Jayanagara,Saturday,16,1,['SCOOTER']
Jayanagara,Saturday,18,4,"['GOODS AUTO', 'PASSENGER AUTO', 'SCOOTER', 'VAN']"
Jayanagara,Saturday,19,1,['LGV']
Jayanagara,Saturday,20,7,"['CAR', 'HGV', 'LGV', 'PASSENGER AUTO', 'SCHOOL VEHICLE', 'SCOOTER', 'VAN']"
Jayanagara,Saturday,21,8,"['BUS (BMTC/KSRTC)', 'CAR', 'MOTOR CYCLE', 'PASSENGER AUTO', 'PRIVATE BUS', 'SCOOTER', 'TEMPO', 'VAN']"
